t,d1,d2,d3
3.177,-0.025,-0.043,-0.033
3.178,-0.019,-0.043,-0.028
3.180,-0.016,-0.044,-0.025
3.182,-0.018,-0.044,-0.026
3.183,-0.015,-0.041,-0.021
3.185,-0.006,-0.034,-0.015
3.187,0.002,-0.023,-0.004
3.188,0.008,-0.011,0.002
3.190,0.018,0.001,0.012
3.192,0.031,0.015,0.025
3.193,0.040,0.029,0.036
3.195,0.042,0.036,0.042
3.197,0.041,0.037,0.046
3.198,0.044,0.041,0.051
3.200,0.051,0.051,0.059
3.202,0.057,0.057,0.068
3.203,0.056,0.057,0.073
3.205,0.054,0.054,0.075
3.207,0.058,0.053,0.074
3.208,0.064,0.051,0.073
3.210,0.065,0.048,0.070
3.212,0.062,0.045,0.064
3.213,0.065,0.045,0.061
3.215,0.070,0.047,0.061
3.217,0.073,0.047,0.063
3.218,0.073,0.045,0.063
3.220,0.073,0.044,0.065
3.222,0.077,0.046,0.069
3.223,0.079,0.048,0.072
3.225,0.084,0.052,0.078
3.227,0.088,0.060,0.082
3.228,0.089,0.064,0.090
3.230,0.087,0.063,0.098
3.232,0.086,0.061,0.103
3.233,0.088,0.061,0.105
3.235,0.092,0.064,0.105
3.237,0.098,0.064,0.109
3.238,0.105,0.069,0.110
3.240,0.114,0.077,0.111
3.242,0.122,0.087,0.115
3.243,0.125,0.093,0.122
3.245,0.126,0.095,0.129
3.247,0.129,0.101,0.134
3.248,0.137,0.107,0.137
3.250,0.145,0.112,0.140
3.252,0.153,0.115,0.143
3.253,0.156,0.119,0.142
3.255,0.160,0.123,0.138
3.257,0.161,0.123,0.136
3.258,0.156,0.123,0.139
3.260,0.148,0.121,0.141
3.262,0.144,0.117,0.142
3.263,0.145,0.116,0.142
3.265,0.145,0.113,0.144
3.267,0.137,0.109,0.142
3.268,0.129,0.100,0.132
3.270,0.121,0.088,0.120
3.272,0.111,0.074,0.107
3.273,0.097,0.061,0.091
3.275,0.083,0.045,0.073
3.277,0.078,0.035,0.063
3.278,0.078,0.031,0.060
3.280,0.082,0.033,0.059
3.282,0.086,0.037,0.059
3.283,0.092,0.041,0.064
3.285,0.096,0.047,0.069
3.287,0.094,0.048,0.069
3.288,0.087,0.042,0.064
3.290,0.072,0.029,0.053
3.292,0.054,0.011,0.039
3.293,0.035,-0.007,0.021
3.295,0.019,-0.023,0.009
3.297,0.004,-0.038,-0.006
3.298,-0.007,-0.045,-0.020
3.300,-0.010,-0.042,-0.022
3.302,-0.004,-0.028,-0.017
3.303,0.007,-0.013,-0.005
3.305,0.021,0.001,0.007
3.307,0.035,0.018,0.022
3.308,0.048,0.032,0.040
3.310,0.060,0.041,0.052
3.312,0.067,0.044,0.060
3.313,0.068,0.047,0.061
3.315,0.065,0.049,0.061
3.317,0.061,0.048,0.060
3.318,0.060,0.045,0.059
3.320,0.059,0.040,0.054
3.322,0.055,0.033,0.048
3.323,0.049,0.025,0.044
3.325,0.045,0.016,0.038
3.327,0.040,0.008,0.027
3.328,0.027,-0.002,0.016
3.330,0.011,-0.012,0.008
3.332,0.000,-0.022,0.001
3.333,-0.008,-0.029,-0.008
3.335,-0.017,-0.035,-0.017
3.337,-0.021,-0.041,-0.021
3.338,-0.021,-0.045,-0.023
3.340,-0.022,-0.049,-0.027
3.342,-0.023,-0.051,-0.033
3.343,-0.024,-0.053,-0.040
3.345,-0.023,-0.058,-0.044
3.347,-0.028,-0.063,-0.050
3.348,-0.032,-0.064,-0.055
3.350,-0.036,-0.062,-0.061
3.352,-0.037,-0.060,-0.060
3.353,-0.038,-0.057,-0.054
3.355,-0.040,-0.052,-0.049
3.357,-0.040,-0.049,-0.046
3.358,-0.040,-0.045,-0.041
3.360,-0.041,-0.046,-0.039
3.362,-0.044,-0.049,-0.039
3.363,-0.047,-0.055,-0.039
3.365,-0.049,-0.060,-0.040
3.367,-0.050,-0.061,-0.038
3.368,-0.049,-0.062,-0.041
3.370,-0.044,-0.060,-0.041
3.372,-0.039,-0.055,-0.040
3.373,-0.034,-0.045,-0.039
3.375,-0.030,-0.033,-0.036
3.377,-0.022,-0.021,-0.031
3.378,-0.013,-0.010,-0.023
3.380,-0.007,0.000,-0.013
3.382,-0.002,0.005,-0.002
3.383,-0.001,0.010,0.006
3.385,0.001,0.011,0.011
3.387,0.002,0.010,0.014
3.388,0.000,0.004,0.018
3.390,-0.003,0.000,0.018
3.392,-0.006,0.000,0.016
3.393,-0.009,-0.005,0.011
3.395,-0.011,-0.010,0.009
3.397,-0.016,-0.017,0.005
3.398,-0.020,-0.024,-0.003
3.400,-0.024,-0.033,-0.014
3.402,-0.025,-0.041,-0.025
3.403,-0.025,-0.048,-0.036
3.405,-0.030,-0.056,-0.047
3.407,-0.032,-0.058,-0.054
3.408,-0.034,-0.054,-0.056
3.410,-0.035,-0.051,-0.057
3.412,-0.036,-0.048,-0.052
3.413,-0.035,-0.041,-0.042
3.415,-0.028,-0.030,-0.029
3.417,-0.023,-0.021,-0.012
3.418,-0.017,-0.013,0.000
3.420,-0.010,-0.002,0.016
3.422,0.001,0.009,0.032
3.423,0.011,0.018,0.045
3.425,0.021,0.025,0.050
3.427,0.032,0.033,0.052
3.428,0.042,0.040,0.060
3.430,0.046,0.047,0.069
3.432,0.048,0.051,0.072
3.433,0.047,0.051,0.074
3.435,0.042,0.049,0.076
3.437,0.036,0.044,0.073
3.438,0.027,0.036,0.062
3.440,0.020,0.027,0.051
3.442,0.012,0.020,0.043
3.443,0.007,0.011,0.035
3.445,0.006,0.005,0.026
3.447,0.005,0.001,0.021
3.448,0.004,-0.001,0.020
3.450,0.001,-0.007,0.016
3.452,0.000,-0.014,0.005
3.453,-0.006,-0.021,-0.007
3.455,-0.019,-0.031,-0.022
3.457,-0.035,-0.047,-0.045
3.458,-0.050,-0.064,-0.064
3.460,-0.062,-0.079,-0.082
3.462,-0.076,-0.094,-0.098
3.463,-0.086,-0.104,-0.107
3.465,-0.089,-0.107,-0.105
3.467,-0.085,-0.103,-0.093
3.468,-0.078,-0.097,-0.083
3.470,-0.070,-0.088,-0.072
3.472,-0.061,-0.075,-0.056
3.473,-0.050,-0.063,-0.045
3.475,-0.041,-0.053,-0.039
3.477,-0.031,-0.043,-0.033
3.478,-0.023,-0.031,-0.023
3.480,-0.018,-0.021,-0.012
3.482,-0.012,-0.013,-0.005
3.483,-0.004,-0.006,0.007
3.485,0.003,0.000,0.017
3.487,0.007,0.004,0.023
3.488,0.010,0.008,0.023
3.490,0.019,0.010,0.022
3.492,0.026,0.011,0.023
3.493,0.028,0.010,0.021
3.495,0.027,0.008,0.019
3.497,0.025,0.005,0.016
3.498,0.018,0.000,0.012
3.500,0.008,-0.006,0.007
3.502,0.000,-0.008,0.007
3.503,-0.004,-0.003,0.010
3.505,-0.003,0.001,0.010
3.507,0.000,0.005,0.012
3.508,0.005,0.009,0.016
3.510,0.010,0.009,0.019
3.512,0.012,0.005,0.015
3.513,0.013,0.001,0.010
3.515,0.011,0.001,0.009
3.517,0.007,0.001,0.008
3.518,0.002,-0.001,0.004
3.520,0.000,-0.001,0.002
3.522,-0.002,0.000,0.003
3.523,-0.003,-0.003,0.005
3.525,-0.006,-0.009,0.002
3.527,-0.005,-0.011,0.002
3.528,-0.002,-0.008,0.005
3.530,0.001,-0.005,0.004
3.532,0.002,-0.007,0.000
3.533,0.003,-0.009,-0.007
3.535,0.005,-0.009,-0.010
3.537,0.007,-0.010,-0.015
3.538,0.003,-0.015,-0.019
3.540,0.000,-0.018,-0.022
3.542,0.000,-0.016,-0.023
3.543,-0.001,-0.014,-0.021
3.545,0.000,-0.012,-0.018
3.547,0.000,-0.010,-0.014
3.548,0.002,-0.006,-0.010
3.550,0.008,0.003,0.001
3.552,0.014,0.012,0.014
3.553,0.021,0.021,0.024
3.555,0.025,0.027,0.031
3.557,0.027,0.032,0.035
3.558,0.029,0.037,0.041
3.560,0.027,0.037,0.042
3.562,0.028,0.035,0.040
3.563,0.033,0.034,0.039
3.565,0.040,0.031,0.039
3.567,0.045,0.027,0.040
3.568,0.048,0.025,0.037
3.570,0.046,0.020,0.031
3.572,0.042,0.015,0.027
3.573,0.036,0.012,0.025
3.575,0.034,0.014,0.029
3.577,0.036,0.017,0.033
3.578,0.046,0.021,0.043
3.580,0.058,0.028,0.055
3.582,0.068,0.034,0.062
3.583,0.075,0.038,0.064
3.585,0.081,0.043,0.065
3.587,0.086,0.047,0.072
3.588,0.087,0.048,0.078
3.590,0.090,0.047,0.080
3.592,0.097,0.048,0.085
3.593,0.103,0.047,0.090
3.595,0.103,0.043,0.092
3.597,0.103,0.040,0.088
3.598,0.103,0.039,0.083
3.600,0.107,0.039,0.083
3.602,0.110,0.037,0.082
3.603,0.117,0.038,0.081
3.605,0.124,0.039,0.082
3.607,0.128,0.038,0.085
3.608,0.135,0.035,0.089
3.610,0.137,0.031,0.088
3.612,0.138,0.030,0.090
3.613,0.141,0.031,0.093
3.615,0.150,0.033,0.098
3.617,0.160,0.035,0.098
3.618,0.168,0.038,0.102
3.620,0.180,0.046,0.111
3.622,0.190,0.052,0.121
3.623,0.202,0.057,0.132
3.625,0.215,0.060,0.145
3.627,0.232,0.065,0.158
3.628,0.251,0.072,0.170
3.630,0.268,0.076,0.185
3.632,0.290,0.080,0.201
3.633,0.313,0.088,0.219
3.635,0.335,0.099,0.237
3.637,0.358,0.109,0.252
3.638,0.387,0.117,0.270
3.640,0.421,0.127,0.289
3.642,0.456,0.141,0.310
3.643,0.491,0.156,0.332
3.645,0.531,0.172,0.357
3.647,0.571,0.190,0.389
3.648,0.612,0.214,0.426
3.650,0.657,0.242,0.466
3.652,0.708,0.271,0.509
3.653,0.764,0.299,0.556
3.655,0.825,0.328,0.609
3.657,0.895,0.360,0.663
3.658,0.971,0.392,0.719
3.660,1.054,0.422,0.774
3.662,1.137,0.455,0.833
3.663,1.224,0.494,0.894
3.665,1.315,0.534,0.960
3.667,1.410,0.575,1.032
3.668,1.503,0.615,1.104
3.670,1.595,0.655,1.180
3.672,1.695,0.696,1.259
3.673,1.803,0.736,1.338
3.675,1.916,0.775,1.414
3.677,2.032,0.814,1.494
3.678,2.159,0.856,1.584
3.680,2.300,0.903,1.683
3.682,2.451,0.954,1.788
3.683,2.611,1.009,1.902
3.685,2.778,1.072,2.024
3.687,2.962,1.144,2.155
3.688,3.160,1.225,2.296
3.690,3.365,1.309,2.441
3.692,3.580,1.398,2.599
3.693,3.808,1.494,2.767
3.695,4.051,1.595,2.944
3.697,4.303,1.699,3.129
3.698,4.564,1.808,3.325
3.700,4.841,1.926,3.536
3.702,5.131,2.050,3.756
3.703,5.435,2.179,3.985
3.705,5.752,2.312,4.224
3.707,6.082,2.449,4.469
3.708,6.422,2.590,4.717
3.710,6.772,2.733,4.970
3.712,7.134,2.880,5.231
3.713,7.504,3.032,5.500
3.715,7.884,3.187,5.775
3.717,8.275,3.347,6.062
3.718,8.677,3.511,6.360
3.720,9.092,3.682,6.665
3.722,9.519,3.856,6.981
3.723,9.956,4.034,7.308
3.725,10.402,4.218,7.647
3.727,10.858,4.405,7.987
3.728,11.326,4.595,8.330
3.730,11.803,4.789,8.681
3.732,12.288,4.989,9.039
3.733,12.781,5.194,9.401
3.735,13.284,5.404,9.767
3.737,13.798,5.619,10.143
3.738,14.316,5.835,10.527
3.740,14.832,6.050,10.910
3.742,15.349,6.261,11.292
3.743,15.865,6.471,11.672
3.745,16.377,6.679,12.053
3.747,16.882,6.884,12.430
3.748,17.384,7.088,12.804
3.750,17.887,7.293,13.176
3.752,18.387,7.496,13.545
3.753,18.884,7.696,13.906
3.755,19.375,7.892,14.260
3.757,19.859,8.086,14.607
3.758,20.333,8.278,14.951
3.760,20.798,8.465,15.289
3.762,21.253,8.647,15.617
3.763,21.692,8.822,15.936
3.765,22.114,8.992,16.245
3.767,22.520,9.155,16.541
3.768,22.913,9.314,16.829
3.770,23.287,9.463,17.104
3.772,23.644,9.606,17.365
3.773,23.983,9.742,17.612
3.775,24.309,9.872,17.848
3.777,24.618,9.995,18.070
3.778,24.906,10.107,18.274
3.780,25.170,10.211,18.462
3.782,25.408,10.308,18.637
3.783,25.626,10.397,18.799
3.785,25.816,10.477,18.943
3.787,25.985,10.544,19.071
3.788,26.129,10.604,19.185
3.790,26.250,10.657,19.281
3.792,26.344,10.697,19.358
3.793,26.416,10.730,19.418
3.795,26.468,10.753,19.460
3.797,26.497,10.771,19.484
3.798,26.502,10.775,19.484
3.800,26.482,10.767,19.467
3.802,26.440,10.748,19.436
3.803,26.372,10.719,19.386
3.805,26.279,10.683,19.316
3.807,26.161,10.634,19.228
3.808,26.023,10.576,19.127
3.810,25.860,10.507,19.007
3.812,25.676,10.428,18.867
3.813,25.470,10.342,18.712
3.815,25.248,10.244,18.545
3.817,25.004,10.140,18.363
3.818,24.742,10.031,18.169
3.820,24.463,9.920,17.964
3.822,24.166,9.803,17.750
3.823,23.850,9.673,17.520
3.825,23.518,9.533,17.272
3.827,23.169,9.386,17.007
3.828,22.805,9.231,16.731
3.830,22.434,9.068,16.453
3.832,22.057,8.903,16.164
3.833,21.671,8.740,15.870
3.835,21.277,8.577,15.578
3.837,20.880,8.415,15.296
3.838,20.476,8.254,15.011
3.840,20.068,8.093,14.714
3.842,19.653,7.928,14.409
3.843,19.234,7.760,14.105
3.845,18.816,7.593,13.801
3.847,18.398,7.428,13.493
3.848,17.982,7.264,13.184
3.850,17.564,7.098,12.878
3.852,17.144,6.933,12.580
3.853,16.727,6.767,12.279
3.855,16.313,6.600,11.975
3.857,15.895,6.430,11.668
3.858,15.478,6.259,11.357
3.860,15.063,6.086,11.049
3.862,14.654,5.913,10.741
3.863,14.249,5.740,10.437
3.865,13.845,5.569,10.137
3.867,13.446,5.400,9.840
3.868,13.053,5.231,9.551
3.870,12.665,5.066,9.262
3.872,12.283,4.908,8.979
3.873,11.908,4.756,8.702
3.875,11.543,4.608,8.429
3.877,11.184,4.459,8.161
3.878,10.831,4.313,7.898
3.880,10.483,4.172,7.643
3.882,10.146,4.036,7.392
3.883,9.821,3.907,7.151
3.885,9.501,3.783,6.918
3.887,9.191,3.663,6.693
3.888,8.892,3.547,6.478
3.890,8.605,3.436,6.269
3.892,8.324,3.328,6.070
3.893,8.046,3.218,5.873
3.895,7.775,3.108,5.678
3.897,7.512,3.004,5.488
3.898,7.258,2.904,5.303
3.900,7.013,2.805,5.120
3.902,6.770,2.707,4.942
3.903,6.530,2.613,4.771
3.905,6.299,2.523,4.606
3.907,6.078,2.434,4.446
3.908,5.863,2.346,4.286
3.910,5.653,2.261,4.134
3.912,5.453,2.181,3.985
3.913,5.267,2.102,3.843
3.915,5.087,2.028,3.707
3.917,4.910,1.956,3.575
3.918,4.734,1.890,3.451
3.920,4.566,1.826,3.330
3.922,4.404,1.762,3.213
3.923,4.241,1.698,3.097
3.925,4.086,1.636,2.981
3.927,3.936,1.575,2.874
3.928,3.791,1.513,2.773
3.930,3.649,1.453,2.674
3.932,3.514,1.395,2.572
3.933,3.386,1.339,2.473
3.935,3.261,1.283,2.379
3.937,3.137,1.225,2.282
3.938,3.015,1.167,2.183
3.940,2.895,1.108,2.086
3.942,2.779,1.049,1.993
3.943,2.666,0.990,1.904
3.945,2.556,0.937,1.820
3.947,2.452,0.890,1.742
3.948,2.359,0.851,1.671
3.950,2.280,0.823,1.615
3.952,2.211,0.808,1.573
3.953,2.146,0.799,1.536
3.955,2.089,0.796,1.503
3.957,2.040,0.797,1.474
3.958,1.993,0.797,1.450
3.960,1.942,0.792,1.423
3.962,1.887,0.780,1.391
3.963,1.833,0.768,1.359
3.965,1.777,0.755,1.327
3.967,1.720,0.739,1.292
3.968,1.664,0.720,1.257
3.970,1.612,0.704,1.221
3.972,1.563,0.691,1.188
3.973,1.511,0.673,1.153
3.975,1.459,0.650,1.115
3.977,1.410,0.628,1.078
3.978,1.364,0.610,1.041
3.980,1.319,0.594,1.005
3.982,1.275,0.576,0.971
3.983,1.236,0.560,0.942
3.985,1.204,0.547,0.921
3.987,1.171,0.535,0.897
3.988,1.136,0.521,0.874
3.990,1.098,0.502,0.846
3.992,1.060,0.478,0.819
3.993,1.018,0.455,0.789
3.995,0.974,0.432,0.750
3.997,0.928,0.404,0.710
3.998,0.881,0.370,0.665
4.000,0.833,0.334,0.622
4.002,0.788,0.301,0.576
4.003,0.743,0.267,0.531
4.005,0.697,0.229,0.488
4.007,0.650,0.192,0.445
4.008,0.607,0.159,0.405
4.010,0.569,0.130,0.369
4.012,0.534,0.102,0.333
4.013,0.505,0.078,0.297
4.015,0.484,0.064,0.269
4.017,0.469,0.058,0.253
4.018,0.458,0.058,0.243
4.020,0.453,0.063,0.237
4.022,0.452,0.074,0.245
4.023,0.452,0.089,0.260
4.025,0.451,0.104,0.279
4.027,0.454,0.124,0.298
4.028,0.462,0.147,0.319
4.030,0.465,0.167,0.334
4.032,0.464,0.182,0.343
4.033,0.463,0.192,0.346
4.035,0.462,0.198,0.350
4.037,0.455,0.196,0.349
4.038,0.446,0.189,0.341
4.040,0.435,0.182,0.334
4.042,0.426,0.177,0.325
4.043,0.414,0.170,0.316
4.045,0.405,0.168,0.306
4.047,0.397,0.168,0.301
4.048,0.390,0.166,0.299
4.050,0.386,0.165,0.298
4.052,0.382,0.165,0.296
4.053,0.377,0.165,0.291
4.055,0.370,0.165,0.287
4.057,0.360,0.160,0.277
4.058,0.347,0.153,0.266
4.060,0.332,0.145,0.255
4.062,0.319,0.137,0.243
4.063,0.310,0.129,0.234
4.065,0.303,0.120,0.222
4.067,0.296,0.115,0.207
4.068,0.291,0.113,0.198
4.070,0.287,0.111,0.193
4.072,0.280,0.109,0.188
4.073,0.271,0.105,0.186
4.075,0.264,0.104,0.184
4.077,0.262,0.104,0.188
4.078,0.259,0.106,0.191
4.080,0.258,0.110,0.194
4.082,0.260,0.115,0.200
4.083,0.268,0.123,0.204
4.085,0.270,0.130,0.208
4.087,0.270,0.135,0.212
4.088,0.270,0.138,0.218
4.090,0.269,0.140,0.222
4.092,0.265,0.144,0.221
4.093,0.261,0.147,0.224
4.095,0.261,0.149,0.229
4.097,0.260,0.149,0.231
4.098,0.250,0.146,0.225
4.100,0.237,0.138,0.214
4.102,0.225,0.126,0.205
4.103,0.211,0.114,0.194
4.105,0.198,0.107,0.183
4.107,0.192,0.102,0.175
4.108,0.195,0.103,0.172
4.110,0.202,0.109,0.176
4.112,0.208,0.113,0.179
4.113,0.209,0.111,0.178
4.115,0.206,0.103,0.175
4.117,0.202,0.096,0.172
4.118,0.197,0.087,0.168
4.120,0.189,0.078,0.162
4.122,0.183,0.073,0.156
4.123,0.178,0.068,0.149
4.125,0.173,0.063,0.142
4.127,0.165,0.057,0.137
4.128,0.154,0.053,0.131
4.130,0.147,0.048,0.118
4.132,0.135,0.042,0.105
4.133,0.121,0.034,0.094
4.135,0.110,0.028,0.082
4.137,0.102,0.022,0.066
4.138,0.094,0.014,0.054
4.140,0.084,0.004,0.047
4.142,0.079,-0.004,0.042
4.143,0.077,-0.008,0.040
4.145,0.075,-0.010,0.040
4.147,0.073,-0.011,0.041
4.148,0.075,-0.009,0.046
4.150,0.080,-0.004,0.052
4.152,0.086,0.003,0.062
4.153,0.094,0.012,0.070
4.155,0.103,0.021,0.075
4.157,0.112,0.027,0.078
4.158,0.116,0.030,0.078
4.160,0.117,0.032,0.076
4.162,0.115,0.031,0.070
4.163,0.113,0.030,0.066
4.165,0.109,0.026,0.065
4.167,0.101,0.021,0.062
4.168,0.090,0.014,0.054
4.170,0.078,0.008,0.049
4.172,0.070,0.001,0.047
4.173,0.064,-0.005,0.042
4.175,0.060,-0.010,0.035
4.177,0.058,-0.010,0.033
4.178,0.058,-0.009,0.034
4.180,0.062,-0.009,0.036
4.182,0.062,-0.009,0.035
4.183,0.061,-0.009,0.034
4.185,0.059,-0.009,0.034
4.187,0.054,-0.011,0.031
4.188,0.047,-0.015,0.025
4.190,0.041,-0.019,0.019
4.192,0.037,-0.021,0.016
4.193,0.036,-0.020,0.016
4.195,0.033,-0.019,0.012
4.197,0.034,-0.013,0.014
4.198,0.040,-0.004,0.024
4.200,0.047,0.008,0.033
4.202,0.052,0.022,0.041
4.203,0.051,0.033,0.045
4.205,0.051,0.039,0.050
4.207,0.049,0.042,0.051
4.208,0.045,0.041,0.051
4.210,0.041,0.039,0.050
4.212,0.040,0.037,0.049
4.213,0.048,0.041,0.051
4.215,0.059,0.051,0.061
4.217,0.071,0.064,0.071
4.218,0.080,0.078,0.078
4.220,0.085,0.091,0.084
4.222,0.087,0.103,0.090
4.223,0.083,0.111,0.096
4.225,0.077,0.113,0.097
4.227,0.071,0.117,0.099
4.228,0.069,0.124,0.103
4.230,0.076,0.133,0.110
4.232,0.084,0.143,0.121
4.233,0.092,0.154,0.127
4.235,0.098,0.168,0.134
4.237,0.107,0.186,0.144
4.238,0.117,0.201,0.156
4.240,0.119,0.212,0.167
4.242,0.117,0.221,0.174
4.243,0.119,0.235,0.187
4.245,0.123,0.249,0.202
4.247,0.126,0.263,0.216
4.248,0.127,0.275,0.224
4.250,0.126,0.288,0.227
4.252,0.126,0.300,0.230
4.253,0.125,0.308,0.231
4.255,0.124,0.315,0.230
4.257,0.122,0.322,0.230
4.258,0.120,0.333,0.234
4.260,0.122,0.349,0.244
4.262,0.125,0.367,0.256
4.263,0.131,0.390,0.270
4.265,0.135,0.411,0.285
4.267,0.136,0.431,0.299
4.268,0.134,0.452,0.313
4.270,0.131,0.475,0.324
4.272,0.127,0.500,0.335
4.273,0.121,0.525,0.345
4.275,0.117,0.553,0.354
4.277,0.117,0.585,0.367
4.278,0.119,0.620,0.382
4.280,0.124,0.657,0.402
4.282,0.127,0.697,0.426
4.283,0.130,0.740,0.453
4.285,0.133,0.785,0.484
4.287,0.142,0.833,0.516
4.288,0.156,0.885,0.550
4.290,0.172,0.941,0.591
4.292,0.187,1.001,0.631
4.293,0.203,1.066,0.670
4.295,0.215,1.135,0.709
4.297,0.225,1.209,0.749
4.298,0.230,1.282,0.792
4.300,0.231,1.354,0.830
4.302,0.231,1.430,0.867
4.303,0.230,1.511,0.908
4.305,0.233,1.596,0.957
4.307,0.235,1.687,1.009
4.308,0.237,1.787,1.061
4.310,0.242,1.897,1.121
4.312,0.251,2.016,1.188
4.313,0.264,2.141,1.263
4.315,0.273,2.272,1.337
4.317,0.282,2.412,1.415
4.318,0.295,2.562,1.505
4.320,0.308,2.721,1.600
4.322,0.324,2.890,1.699
4.323,0.341,3.071,1.803
4.325,0.361,3.268,1.918
4.327,0.381,3.479,2.038
4.328,0.401,3.703,2.163
4.330,0.422,3.939,2.296
4.332,0.437,4.188,2.440
4.333,0.453,4.447,2.590
4.335,0.467,4.719,2.749
4.337,0.483,5.003,2.915
4.338,0.498,5.304,3.088
4.340,0.514,5.622,3.270
4.342,0.535,5.960,3.459
4.343,0.562,6.317,3.658
4.345,0.586,6.691,3.865
4.347,0.612,7.084,4.085
4.348,0.641,7.499,4.318
4.350,0.668,7.933,4.563
4.352,0.692,8.392,4.822
4.353,0.715,8.877,5.095
4.355,0.744,9.391,5.382
4.357,0.775,9.930,5.684
4.358,0.807,10.492,6.000
4.360,0.842,11.080,6.332
4.362,0.889,11.699,6.685
4.363,0.940,12.347,7.058
4.365,0.990,13.024,7.447
4.367,1.041,13.736,7.855
4.368,1.099,14.484,8.285
4.370,1.159,15.263,8.733
4.372,1.214,16.071,9.197
4.373,1.266,16.910,9.676
4.375,1.320,17.781,10.171
4.377,1.376,18.683,10.684
4.378,1.429,19.615,11.210
4.380,1.484,20.582,11.752
4.382,1.542,21.583,12.311
4.383,1.601,22.618,12.887
4.385,1.663,23.686,13.486
4.387,1.728,24.791,14.108
4.388,1.795,25.928,14.745
4.390,1.856,27.092,15.398
4.392,1.915,28.285,16.070
4.393,1.979,29.509,16.762
4.395,2.048,30.766,17.472
4.397,2.123,32.056,18.200
4.398,2.204,33.379,18.952
4.400,2.292,34.736,19.721
4.402,2.384,36.124,20.505
4.403,2.481,37.544,21.307
4.405,2.579,38.990,22.122
4.407,2.675,40.460,22.951
4.408,2.769,41.955,23.794
4.410,2.866,43.476,24.657
4.412,2.963,45.018,25.535
4.413,3.058,46.578,26.421
4.415,3.154,48.155,27.317
4.417,3.253,49.750,28.220
4.418,3.356,51.360,29.130
4.420,3.459,52.981,30.043
4.422,3.566,54.616,30.962
4.423,3.673,56.261,31.889
4.425,3.779,57.912,32.823
4.427,3.881,59.564,33.762
4.428,3.983,61.217,34.704
4.430,4.086,62.869,35.643
4.432,4.191,64.512,36.576
4.433,4.294,66.141,37.499
4.435,4.398,67.755,38.410
4.437,4.498,69.350,39.309
4.438,4.598,70.923,40.195
4.440,4.698,72.469,41.072
4.442,4.792,73.987,41.934
4.443,4.884,75.478,42.778
4.445,4.970,76.938,43.604
4.447,5.058,78.365,44.408
4.448,5.144,79.756,45.192
4.450,5.225,81.107,45.952
4.452,5.301,82.418,46.692
4.453,5.372,83.687,47.409
4.455,5.443,84.914,48.102
4.457,5.512,86.098,48.773
4.458,5.581,87.237,49.416
4.460,5.649,88.324,50.025
4.462,5.715,89.357,50.607
4.463,5.786,90.339,51.160
4.465,5.857,91.267,51.683
4.467,5.919,92.134,52.172
4.468,5.974,92.937,52.626
4.470,6.025,93.682,53.051
4.472,6.073,94.365,53.436
4.473,6.112,94.975,53.782
4.475,6.142,95.511,54.087
4.477,6.170,95.977,54.356
4.478,6.193,96.375,54.585
4.480,6.211,96.700,54.771
4.482,6.222,96.954,54.920
4.483,6.234,97.141,55.027
4.485,6.241,97.260,55.091
4.487,6.244,97.308,55.117
4.488,6.242,97.286,55.102
4.490,6.238,97.196,55.049
4.492,6.228,97.039,54.958
4.493,6.216,96.818,54.837
4.495,6.199,96.532,54.683
4.497,6.180,96.180,54.487
4.498,6.158,95.766,54.254
4.500,6.129,95.291,53.985
4.502,6.093,94.754,53.678
4.503,6.046,94.148,53.330
4.505,5.995,93.480,52.946
4.507,5.939,92.760,52.533
4.508,5.877,91.986,52.089
4.510,5.813,91.161,51.618
4.512,5.752,90.284,51.123
4.513,5.693,89.367,50.602
4.515,5.635,88.411,50.057
4.517,5.576,87.410,49.487
4.518,5.514,86.366,48.897
4.520,5.448,85.281,48.282
4.522,5.381,84.161,47.645
4.523,5.310,83.007,46.989
4.525,5.237,81.822,46.322
4.527,5.162,80.609,45.639
4.528,5.085,79.372,44.940
4.530,5.005,78.112,44.230
4.532,4.924,76.831,43.514
4.533,4.841,75.532,42.785
4.535,4.758,74.217,42.040
4.537,4.677,72.886,41.291
4.538,4.601,71.543,40.534
4.540,4.525,70.195,39.775
4.542,4.448,68.837,39.009
4.543,4.370,67.471,38.241
4.545,4.291,66.098,37.468
4.547,4.209,64.722,36.688
4.548,4.119,63.342,35.905
4.550,4.027,61.955,35.118
4.552,3.935,60.567,34.332
4.553,3.843,59.182,33.547
4.555,3.747,57.799,32.764
4.557,3.651,56.420,31.984
4.558,3.557,55.050,31.209
4.560,3.466,53.693,30.435
4.562,3.373,52.347,29.660
4.563,3.280,51.011,28.893
4.565,3.195,49.691,28.141
4.567,3.109,48.388,27.403
4.568,3.024,47.102,26.675
4.570,2.938,45.835,25.959
4.572,2.858,44.587,25.254
4.573,2.779,43.362,24.561
4.575,2.697,42.158,23.878
4.577,2.620,40.976,23.204
4.578,2.545,39.814,22.541
4.580,2.470,38.675,21.890
4.582,2.397,37.559,21.260
4.583,2.323,36.466,20.645
4.585,2.254,35.398,20.037
4.587,2.183,34.350,19.442
4.588,2.118,33.325,18.862
4.590,2.057,32.322,18.298
4.592,1.998,31.341,17.739
4.593,1.940,30.377,17.189
4.595,1.883,29.437,16.659
4.597,1.827,28.519,16.143
4.598,1.772,27.626,15.638
4.600,1.719,26.757,15.149
