t,d1,d2,d3
12.633,0.060,0.232,0.420
12.635,0.051,0.219,0.400
12.637,0.044,0.204,0.381
12.638,0.042,0.189,0.365
12.640,0.050,0.175,0.346
12.642,0.065,0.166,0.330
12.643,0.085,0.162,0.321
12.645,0.101,0.164,0.320
12.647,0.113,0.175,0.327
12.648,0.126,0.187,0.340
12.650,0.135,0.202,0.360
12.652,0.138,0.216,0.378
12.653,0.135,0.235,0.397
12.655,0.134,0.252,0.417
12.657,0.134,0.264,0.430
12.658,0.133,0.273,0.434
12.660,0.133,0.282,0.435
12.662,0.133,0.288,0.437
12.663,0.134,0.289,0.438
12.665,0.131,0.287,0.437
12.667,0.123,0.284,0.439
12.668,0.113,0.283,0.443
12.670,0.101,0.279,0.442
12.672,0.089,0.272,0.436
12.673,0.077,0.263,0.425
12.675,0.068,0.252,0.414
12.677,0.062,0.237,0.399
12.678,0.052,0.222,0.384
12.680,0.039,0.209,0.377
12.682,0.029,0.199,0.371
12.683,0.026,0.190,0.367
12.685,0.024,0.180,0.357
12.687,0.027,0.171,0.346
12.688,0.039,0.166,0.336
12.690,0.051,0.165,0.326
12.692,0.060,0.167,0.321
12.693,0.060,0.173,0.322
12.695,0.059,0.185,0.332
12.697,0.059,0.196,0.346
12.698,0.059,0.200,0.354
12.700,0.064,0.199,0.356
12.702,0.072,0.197,0.359
12.703,0.080,0.196,0.363
12.705,0.091,0.197,0.369
12.707,0.105,0.203,0.374
12.708,0.117,0.213,0.382
12.710,0.126,0.228,0.396
12.712,0.136,0.245,0.408
12.713,0.150,0.262,0.425
12.715,0.163,0.277,0.441
12.717,0.170,0.293,0.454
12.718,0.175,0.307,0.470
12.720,0.179,0.321,0.486
12.722,0.185,0.331,0.502
12.723,0.189,0.339,0.507
12.725,0.191,0.344,0.512
12.727,0.195,0.351,0.522
12.728,0.201,0.358,0.531
12.730,0.207,0.364,0.538
12.732,0.213,0.369,0.544
12.733,0.221,0.377,0.554
12.735,0.232,0.387,0.564
12.737,0.241,0.396,0.575
12.738,0.248,0.404,0.585
12.740,0.254,0.414,0.592
12.742,0.257,0.429,0.601
12.743,0.256,0.438,0.609
12.745,0.250,0.443,0.612
12.747,0.243,0.447,0.611
12.748,0.235,0.451,0.609
12.750,0.225,0.451,0.608
12.752,0.216,0.445,0.603
12.753,0.209,0.438,0.596
12.755,0.204,0.431,0.589
12.757,0.199,0.419,0.582
12.758,0.194,0.405,0.572
12.760,0.190,0.394,0.561
12.762,0.185,0.384,0.550
12.763,0.181,0.376,0.541
12.765,0.175,0.367,0.529
12.767,0.165,0.358,0.517
12.768,0.157,0.349,0.510
12.770,0.152,0.339,0.500
12.772,0.149,0.330,0.493
12.773,0.145,0.320,0.485
12.775,0.147,0.315,0.478
12.777,0.154,0.315,0.473
12.778,0.159,0.317,0.471
12.780,0.165,0.320,0.473
12.782,0.170,0.323,0.477
12.783,0.172,0.329,0.485
12.785,0.169,0.337,0.498
12.787,0.165,0.342,0.510
12.788,0.158,0.346,0.516
12.790,0.146,0.346,0.513
12.792,0.133,0.346,0.505
12.793,0.124,0.340,0.496
12.795,0.116,0.330,0.483
12.797,0.107,0.320,0.469
12.798,0.102,0.310,0.459
12.800,0.100,0.302,0.454
12.802,0.101,0.294,0.452
12.803,0.095,0.291,0.448
12.805,0.090,0.290,0.444
12.807,0.088,0.286,0.440
12.808,0.090,0.280,0.434
12.810,0.093,0.274,0.430
12.812,0.091,0.268,0.421
12.813,0.094,0.262,0.417
12.815,0.100,0.258,0.416
12.817,0.102,0.256,0.417
12.818,0.101,0.255,0.418
12.820,0.099,0.257,0.422
12.822,0.102,0.265,0.432
12.823,0.104,0.268,0.436
12.825,0.105,0.268,0.436
12.827,0.107,0.265,0.433
12.828,0.107,0.265,0.432
12.830,0.108,0.264,0.427
12.832,0.109,0.260,0.422
12.833,0.108,0.260,0.421
12.835,0.106,0.261,0.420
12.837,0.104,0.266,0.420
12.838,0.106,0.269,0.421
12.840,0.108,0.273,0.421
12.842,0.111,0.274,0.419
12.843,0.117,0.274,0.419
12.845,0.122,0.277,0.426
12.847,0.126,0.281,0.433
12.848,0.126,0.284,0.442
12.850,0.125,0.286,0.448
12.852,0.125,0.290,0.452
12.853,0.129,0.295,0.450
12.855,0.135,0.298,0.446
12.857,0.142,0.295,0.443
12.858,0.149,0.295,0.439
12.860,0.160,0.300,0.441
12.862,0.167,0.305,0.447
12.863,0.168,0.307,0.456
12.865,0.166,0.312,0.464
12.867,0.165,0.322,0.471
12.868,0.164,0.329,0.480
12.870,0.160,0.332,0.485
12.872,0.157,0.334,0.490
12.873,0.151,0.336,0.491
12.875,0.141,0.337,0.491
12.877,0.132,0.335,0.488
12.878,0.124,0.332,0.480
12.880,0.113,0.326,0.470
12.882,0.097,0.319,0.454
12.883,0.087,0.310,0.441
12.885,0.083,0.297,0.430
12.887,0.081,0.282,0.415
12.888,0.078,0.268,0.401
12.890,0.080,0.256,0.391
12.892,0.085,0.246,0.386
12.893,0.092,0.241,0.382
12.895,0.099,0.239,0.377
12.897,0.111,0.241,0.379
12.898,0.121,0.247,0.384
12.900,0.126,0.256,0.392
12.902,0.129,0.264,0.403
12.903,0.128,0.273,0.416
12.905,0.127,0.285,0.429
12.907,0.121,0.294,0.439
12.908,0.114,0.299,0.445
12.910,0.110,0.302,0.448
12.912,0.109,0.302,0.446
12.913,0.111,0.299,0.438
12.915,0.109,0.292,0.428
12.917,0.109,0.285,0.419
12.918,0.111,0.282,0.413
12.920,0.114,0.278,0.407
12.922,0.118,0.277,0.403
12.923,0.121,0.274,0.402
12.925,0.123,0.274,0.401
12.927,0.127,0.275,0.404
12.928,0.133,0.275,0.410
12.930,0.140,0.279,0.419
12.932,0.144,0.284,0.427
12.933,0.152,0.292,0.434
12.935,0.162,0.303,0.448
12.937,0.172,0.314,0.458
12.938,0.178,0.322,0.461
12.940,0.181,0.329,0.462
12.942,0.183,0.337,0.468
12.943,0.181,0.344,0.474
12.945,0.175,0.349,0.477
12.947,0.169,0.354,0.481
12.948,0.163,0.360,0.483
12.950,0.159,0.360,0.479
12.952,0.157,0.353,0.473
12.953,0.160,0.349,0.467
12.955,0.163,0.345,0.465
12.957,0.167,0.342,0.463
12.958,0.168,0.341,0.464
12.960,0.165,0.346,0.475
12.962,0.159,0.354,0.480
12.963,0.151,0.360,0.482
12.965,0.148,0.361,0.479
12.967,0.144,0.356,0.473
12.968,0.144,0.348,0.467
12.970,0.145,0.338,0.458
12.972,0.149,0.328,0.452
12.973,0.151,0.320,0.443
12.975,0.150,0.316,0.436
12.977,0.153,0.317,0.432
12.978,0.160,0.322,0.431
12.980,0.169,0.330,0.432
12.982,0.180,0.339,0.434
12.983,0.191,0.349,0.441
12.985,0.197,0.358,0.453
12.987,0.199,0.366,0.467
12.988,0.199,0.372,0.483
12.990,0.198,0.377,0.497
12.992,0.198,0.380,0.509
12.993,0.197,0.381,0.519
12.995,0.200,0.383,0.522
12.997,0.199,0.390,0.520
12.998,0.195,0.398,0.518
13.000,0.187,0.405,0.517
13.002,0.184,0.411,0.520
13.003,0.185,0.414,0.519
13.005,0.189,0.415,0.519
13.007,0.192,0.411,0.516
13.008,0.196,0.404,0.512
13.010,0.201,0.401,0.509
13.012,0.204,0.400,0.504
13.013,0.205,0.396,0.502
13.015,0.203,0.393,0.501
13.017,0.202,0.395,0.502
13.018,0.199,0.396,0.501
13.020,0.195,0.396,0.498
13.022,0.192,0.397,0.495
13.023,0.187,0.399,0.492
13.025,0.184,0.398,0.492
13.027,0.182,0.393,0.494
13.028,0.178,0.388,0.494
13.030,0.172,0.386,0.492
13.032,0.161,0.385,0.490
13.033,0.146,0.382,0.487
13.035,0.133,0.378,0.480
13.037,0.119,0.370,0.468
13.038,0.109,0.357,0.454
13.040,0.099,0.338,0.435
13.042,0.093,0.318,0.415
13.043,0.094,0.303,0.394
13.045,0.099,0.290,0.377
13.047,0.106,0.282,0.367
13.048,0.118,0.281,0.360
13.050,0.134,0.283,0.360
13.052,0.154,0.288,0.367
13.053,0.169,0.296,0.382
13.055,0.183,0.307,0.399
13.057,0.192,0.322,0.418
13.058,0.197,0.341,0.439
13.060,0.206,0.360,0.460
13.062,0.219,0.376,0.475
13.063,0.231,0.390,0.486
13.065,0.239,0.402,0.495
13.067,0.248,0.413,0.504
13.068,0.255,0.424,0.516
13.070,0.257,0.433,0.528
13.072,0.253,0.442,0.540
13.073,0.248,0.449,0.549
13.075,0.246,0.455,0.552
13.077,0.243,0.460,0.554
13.078,0.239,0.461,0.555
13.080,0.233,0.463,0.555
13.082,0.226,0.464,0.556
13.083,0.218,0.464,0.556
13.085,0.213,0.463,0.556
13.087,0.212,0.462,0.553
13.088,0.211,0.456,0.544
13.090,0.213,0.446,0.534
13.092,0.214,0.438,0.522
13.093,0.212,0.432,0.514
13.095,0.206,0.427,0.506
13.097,0.198,0.422,0.503
13.098,0.195,0.417,0.501
13.100,0.189,0.415,0.497
13.102,0.181,0.412,0.492
13.103,0.176,0.407,0.488
13.105,0.175,0.399,0.483
13.107,0.170,0.389,0.469
13.108,0.161,0.378,0.454
13.110,0.154,0.370,0.444
13.112,0.151,0.362,0.439
13.113,0.152,0.355,0.431
13.115,0.150,0.350,0.423
13.117,0.152,0.350,0.422
13.118,0.155,0.354,0.423
13.120,0.157,0.353,0.423
13.122,0.154,0.351,0.422
13.123,0.149,0.353,0.422
13.125,0.147,0.355,0.421
13.127,0.146,0.355,0.418
13.128,0.148,0.351,0.412
13.130,0.153,0.348,0.405
13.132,0.157,0.347,0.398
13.133,0.161,0.344,0.391
13.135,0.165,0.340,0.390
13.137,0.165,0.338,0.396
13.138,0.163,0.338,0.402
13.140,0.159,0.340,0.407
13.142,0.156,0.343,0.412
13.143,0.153,0.347,0.418
13.145,0.149,0.351,0.420
13.147,0.144,0.354,0.418
13.148,0.143,0.354,0.417
13.150,0.142,0.355,0.419
13.152,0.140,0.353,0.419
13.153,0.136,0.347,0.414
13.155,0.132,0.340,0.408
13.157,0.130,0.335,0.405
13.158,0.129,0.330,0.399
13.160,0.122,0.323,0.389
13.162,0.111,0.315,0.379
13.163,0.101,0.314,0.376
13.165,0.092,0.311,0.373
13.167,0.081,0.303,0.363
13.168,0.068,0.291,0.350
13.170,0.058,0.275,0.339
13.172,0.054,0.258,0.327
13.173,0.056,0.243,0.311
13.175,0.058,0.227,0.293
13.177,0.061,0.216,0.283
13.178,0.069,0.210,0.279
13.180,0.083,0.214,0.278
13.182,0.098,0.221,0.280
13.183,0.113,0.229,0.287
13.185,0.130,0.239,0.301
13.187,0.145,0.251,0.314
13.188,0.155,0.266,0.330
13.190,0.162,0.282,0.347
13.192,0.165,0.300,0.366
13.193,0.163,0.315,0.384
13.195,0.156,0.326,0.399
13.197,0.149,0.337,0.411
13.198,0.147,0.345,0.421
13.200,0.144,0.349,0.428
13.202,0.141,0.344,0.430
13.203,0.142,0.337,0.427
13.205,0.144,0.330,0.421
13.207,0.152,0.325,0.417
13.208,0.158,0.322,0.411
13.210,0.165,0.321,0.409
13.212,0.166,0.323,0.406
13.213,0.168,0.330,0.404
13.215,0.166,0.338,0.406
13.217,0.157,0.344,0.408
13.218,0.146,0.346,0.407
13.220,0.138,0.342,0.403
13.222,0.132,0.337,0.401
13.223,0.127,0.330,0.398
13.225,0.121,0.323,0.389
13.227,0.119,0.315,0.381
13.228,0.119,0.308,0.373
13.230,0.115,0.303,0.363
13.232,0.109,0.300,0.356
13.233,0.099,0.298,0.355
13.235,0.092,0.297,0.358
13.237,0.084,0.293,0.353
13.238,0.077,0.289,0.347
13.240,0.072,0.281,0.339
13.242,0.068,0.272,0.327
13.243,0.070,0.262,0.312
13.245,0.075,0.253,0.299
13.247,0.079,0.247,0.292
13.248,0.085,0.244,0.290
13.250,0.091,0.243,0.292
13.252,0.102,0.241,0.295
13.253,0.108,0.237,0.292
13.255,0.108,0.234,0.289
13.257,0.104,0.234,0.291
13.258,0.099,0.238,0.297
13.260,0.097,0.241,0.305
13.262,0.093,0.244,0.312
13.263,0.090,0.247,0.319
13.265,0.092,0.251,0.327
13.267,0.091,0.256,0.332
13.268,0.086,0.257,0.334
13.270,0.082,0.258,0.331
13.272,0.080,0.260,0.326
13.273,0.082,0.261,0.320
13.275,0.088,0.257,0.314
13.277,0.101,0.253,0.307
13.278,0.117,0.250,0.302
13.280,0.131,0.249,0.304
13.282,0.144,0.252,0.313
13.283,0.155,0.261,0.329
13.285,0.163,0.276,0.344
13.287,0.169,0.289,0.359
13.288,0.174,0.303,0.373
13.290,0.180,0.319,0.385
13.292,0.184,0.333,0.391
13.293,0.187,0.344,0.400
13.295,0.189,0.350,0.410
13.297,0.192,0.355,0.414
13.298,0.196,0.359,0.420
13.300,0.196,0.361,0.424
13.302,0.196,0.364,0.430
13.303,0.191,0.368,0.434
13.305,0.185,0.371,0.437
13.307,0.182,0.374,0.441
13.308,0.177,0.374,0.443
13.310,0.170,0.369,0.442
13.312,0.163,0.358,0.438
13.313,0.158,0.346,0.434
13.315,0.154,0.334,0.429
13.317,0.152,0.320,0.418
13.318,0.151,0.307,0.405
13.320,0.154,0.298,0.398
13.322,0.158,0.294,0.394
13.323,0.163,0.293,0.389
13.325,0.163,0.296,0.386
13.327,0.158,0.304,0.391
13.328,0.150,0.311,0.396
13.330,0.141,0.315,0.396
13.332,0.134,0.315,0.392
13.333,0.134,0.312,0.388
13.335,0.138,0.308,0.382
13.337,0.147,0.302,0.376
13.338,0.161,0.298,0.371
13.340,0.175,0.298,0.369
13.342,0.185,0.303,0.369
13.343,0.190,0.310,0.375
13.345,0.195,0.320,0.383
13.347,0.196,0.334,0.391
13.348,0.192,0.346,0.403
13.350,0.185,0.355,0.414
13.352,0.181,0.362,0.425
13.353,0.176,0.368,0.431
13.355,0.166,0.368,0.432
13.357,0.153,0.362,0.432
13.358,0.138,0.354,0.426
13.360,0.123,0.348,0.415
13.362,0.105,0.337,0.399
13.363,0.088,0.319,0.381
13.365,0.075,0.298,0.364
13.367,0.064,0.278,0.346
13.368,0.056,0.258,0.328
13.370,0.049,0.238,0.312
13.372,0.046,0.217,0.295
13.373,0.048,0.200,0.278
13.375,0.048,0.188,0.265
13.377,0.050,0.180,0.255
13.378,0.054,0.174,0.247
13.380,0.061,0.169,0.240
13.382,0.070,0.173,0.240
13.383,0.075,0.181,0.245
13.385,0.083,0.193,0.255
13.387,0.093,0.206,0.264
13.388,0.102,0.218,0.276
13.390,0.110,0.233,0.295
13.392,0.113,0.245,0.316
13.393,0.114,0.257,0.334
13.395,0.115,0.267,0.348
13.397,0.115,0.272,0.357
13.398,0.116,0.271,0.362
13.400,0.117,0.268,0.359
13.402,0.118,0.267,0.351
13.403,0.124,0.262,0.347
13.405,0.133,0.257,0.341
13.407,0.143,0.257,0.342
13.408,0.148,0.261,0.345
13.410,0.152,0.268,0.353
13.412,0.152,0.274,0.363
13.413,0.149,0.282,0.371
13.415,0.143,0.289,0.376
13.417,0.133,0.292,0.373
13.418,0.124,0.290,0.372
13.420,0.118,0.285,0.368
13.422,0.116,0.276,0.360
13.423,0.114,0.264,0.350
13.425,0.111,0.251,0.341
13.427,0.108,0.243,0.336
13.428,0.106,0.241,0.333
13.430,0.101,0.242,0.329
13.432,0.096,0.243,0.324
13.433,0.090,0.244,0.319
13.435,0.090,0.243,0.319
13.437,0.092,0.239,0.318
13.438,0.091,0.236,0.316
13.440,0.088,0.233,0.317
13.442,0.083,0.232,0.320
13.443,0.078,0.234,0.321
13.445,0.069,0.235,0.319
13.447,0.055,0.234,0.314
13.448,0.043,0.228,0.308
13.450,0.032,0.218,0.297
13.452,0.022,0.204,0.288
13.453,0.017,0.190,0.280
13.455,0.013,0.175,0.267
13.457,0.011,0.162,0.251
13.458,0.011,0.149,0.236
13.460,0.017,0.141,0.226
13.462,0.024,0.133,0.214
13.463,0.031,0.124,0.200
13.465,0.035,0.120,0.196
13.467,0.041,0.125,0.201
13.468,0.044,0.135,0.212
13.470,0.041,0.147,0.222
13.472,0.034,0.158,0.230
13.473,0.027,0.166,0.240
13.475,0.023,0.168,0.245
13.477,0.019,0.162,0.245
13.478,0.019,0.150,0.239
13.480,0.023,0.135,0.227
13.482,0.035,0.125,0.218
13.483,0.049,0.120,0.212
13.485,0.066,0.122,0.212
13.487,0.091,0.130,0.213
13.488,0.114,0.147,0.220
13.490,0.134,0.170,0.238
13.492,0.145,0.196,0.260
13.493,0.150,0.225,0.290
13.495,0.147,0.255,0.322
13.497,0.138,0.280,0.351
13.498,0.130,0.296,0.374
13.500,0.126,0.302,0.388
13.502,0.124,0.301,0.393
13.503,0.124,0.293,0.390
13.505,0.128,0.282,0.381
13.507,0.137,0.274,0.372
13.508,0.149,0.268,0.362
13.510,0.155,0.267,0.356
13.512,0.161,0.271,0.355
13.513,0.162,0.280,0.360
13.515,0.158,0.289,0.370
13.517,0.148,0.297,0.380
13.518,0.137,0.303,0.391
13.520,0.129,0.305,0.399
13.522,0.122,0.303,0.403
13.523,0.118,0.297,0.402
13.525,0.119,0.288,0.392
13.527,0.124,0.279,0.377
13.528,0.128,0.269,0.364
13.530,0.129,0.263,0.352
13.532,0.132,0.257,0.341
13.533,0.140,0.254,0.333
13.535,0.145,0.248,0.332
13.537,0.144,0.246,0.334
13.538,0.138,0.245,0.334
13.540,0.134,0.248,0.338
13.542,0.133,0.255,0.346
13.543,0.129,0.261,0.353
13.545,0.127,0.268,0.357
13.547,0.127,0.277,0.362
13.548,0.127,0.287,0.371
13.550,0.122,0.292,0.378
13.552,0.114,0.295,0.380
13.553,0.111,0.296,0.380
13.555,0.106,0.293,0.376
13.557,0.103,0.286,0.368
13.558,0.103,0.277,0.356
13.560,0.107,0.269,0.345
13.562,0.109,0.264,0.335
13.563,0.106,0.260,0.328
13.565,0.104,0.261,0.328
13.567,0.103,0.264,0.333
13.568,0.100,0.267,0.338
13.570,0.093,0.267,0.338
13.572,0.088,0.262,0.339
13.573,0.083,0.253,0.340
13.575,0.078,0.242,0.333
13.577,0.075,0.232,0.324
13.578,0.077,0.221,0.317
13.580,0.085,0.212,0.311
13.582,0.097,0.206,0.306
13.583,0.111,0.205,0.302
13.585,0.123,0.208,0.305
13.587,0.134,0.214,0.314
13.588,0.144,0.222,0.321
13.590,0.154,0.233,0.332
13.592,0.162,0.246,0.343
13.593,0.168,0.262,0.355
13.595,0.175,0.275,0.366
13.597,0.182,0.289,0.374
13.598,0.193,0.303,0.383
13.600,0.201,0.317,0.392
13.602,0.208,0.329,0.402
13.603,0.213,0.340,0.411
13.605,0.217,0.350,0.422
13.607,0.219,0.360,0.438
13.608,0.216,0.366,0.448
13.610,0.211,0.371,0.455
13.612,0.206,0.375,0.463
13.613,0.199,0.375,0.467
13.615,0.189,0.371,0.463
13.617,0.179,0.364,0.454
13.618,0.169,0.354,0.444
13.620,0.162,0.344,0.433
13.622,0.155,0.330,0.419
13.623,0.154,0.317,0.406
13.625,0.159,0.309,0.398
13.627,0.166,0.305,0.395
13.628,0.174,0.304,0.397
13.630,0.177,0.305,0.401
13.632,0.178,0.314,0.410
13.633,0.175,0.324,0.417
13.635,0.174,0.331,0.422
13.637,0.175,0.335,0.424
13.638,0.177,0.335,0.422
13.640,0.179,0.334,0.422
13.642,0.183,0.331,0.417
13.643,0.185,0.329,0.412
13.645,0.183,0.326,0.409
13.647,0.178,0.324,0.407
13.648,0.179,0.324,0.409
13.650,0.181,0.323,0.409
13.652,0.180,0.321,0.410
13.653,0.178,0.318,0.411
13.655,0.179,0.319,0.413
13.657,0.180,0.324,0.414
13.658,0.172,0.328,0.413
13.660,0.164,0.328,0.411
13.662,0.161,0.328,0.411
13.663,0.161,0.326,0.409
13.665,0.159,0.322,0.406
13.667,0.154,0.317,0.403
13.668,0.149,0.314,0.402
13.670,0.147,0.316,0.400
13.672,0.146,0.317,0.394
13.673,0.145,0.316,0.392
13.675,0.143,0.309,0.384
13.677,0.141,0.302,0.377
13.678,0.140,0.298,0.372
13.680,0.136,0.293,0.375
13.682,0.132,0.289,0.378
13.683,0.131,0.287,0.375
13.685,0.131,0.286,0.374
13.687,0.135,0.286,0.375
13.688,0.143,0.284,0.374
13.690,0.152,0.284,0.371
13.692,0.160,0.286,0.369
13.693,0.168,0.291,0.374
13.695,0.182,0.298,0.384
13.697,0.193,0.305,0.392
13.698,0.200,0.315,0.400
13.700,0.203,0.324,0.408
13.702,0.201,0.334,0.418
13.703,0.193,0.342,0.426
13.705,0.180,0.350,0.428
13.707,0.167,0.353,0.426
13.708,0.156,0.351,0.419
13.710,0.151,0.345,0.411
13.712,0.148,0.338,0.403
13.713,0.144,0.330,0.394
13.715,0.140,0.322,0.387
13.717,0.139,0.316,0.382
13.718,0.138,0.311,0.381
13.720,0.137,0.305,0.379
13.722,0.134,0.298,0.371
13.723,0.137,0.293,0.368
13.725,0.141,0.289,0.368
13.727,0.144,0.285,0.369
13.728,0.149,0.283,0.370
13.730,0.154,0.282,0.368
13.732,0.161,0.284,0.370
13.733,0.167,0.288,0.371
13.735,0.174,0.295,0.376
13.737,0.181,0.302,0.381
13.738,0.183,0.310,0.386
13.740,0.187,0.319,0.393
13.742,0.194,0.329,0.404
13.743,0.202,0.338,0.412
13.745,0.207,0.342,0.415
13.747,0.211,0.350,0.419
13.748,0.218,0.361,0.429
13.750,0.224,0.371,0.442
13.752,0.227,0.375,0.450
13.753,0.228,0.377,0.455
13.755,0.230,0.382,0.463
13.757,0.232,0.387,0.472
13.758,0.229,0.389,0.477
13.760,0.228,0.391,0.477
13.762,0.228,0.396,0.473
13.763,0.226,0.399,0.471
13.765,0.220,0.400,0.470
13.767,0.215,0.398,0.466
13.768,0.211,0.397,0.458
13.770,0.205,0.394,0.452
13.772,0.196,0.387,0.449
13.773,0.191,0.380,0.447
13.775,0.190,0.374,0.442
13.777,0.191,0.366,0.435
13.778,0.192,0.355,0.430
13.780,0.194,0.347,0.426
13.782,0.197,0.345,0.424
13.783,0.202,0.346,0.422
13.785,0.204,0.347,0.421
13.787,0.204,0.351,0.423
13.788,0.206,0.355,0.428
13.790,0.206,0.360,0.435
13.792,0.209,0.364,0.442
13.793,0.207,0.366,0.448
13.795,0.208,0.367,0.453
13.797,0.210,0.366,0.456
13.798,0.211,0.367,0.456
13.800,0.209,0.366,0.452
13.802,0.205,0.364,0.443
13.803,0.201,0.363,0.434
13.805,0.196,0.361,0.428
13.807,0.189,0.360,0.424
13.808,0.184,0.356,0.420
13.810,0.185,0.355,0.419
13.812,0.189,0.355,0.423
13.813,0.193,0.353,0.427
13.815,0.197,0.350,0.427
13.817,0.204,0.350,0.425
13.818,0.207,0.352,0.427
13.820,0.209,0.352,0.429
13.822,0.211,0.351,0.430
13.823,0.211,0.354,0.432
13.825,0.207,0.358,0.434
13.827,0.206,0.360,0.439
13.828,0.206,0.361,0.443
13.830,0.205,0.366,0.445
13.832,0.203,0.371,0.448
13.833,0.206,0.371,0.446
13.835,0.212,0.372,0.441
13.837,0.216,0.371,0.435
13.838,0.218,0.370,0.429
13.840,0.219,0.369,0.427
13.842,0.220,0.369,0.429
13.843,0.215,0.371,0.434
13.845,0.212,0.374,0.443
13.847,0.209,0.378,0.448
13.848,0.206,0.382,0.452
13.850,0.202,0.381,0.449
13.852,0.198,0.377,0.443
13.853,0.199,0.373,0.439
13.855,0.202,0.368,0.433
13.857,0.206,0.360,0.429
13.858,0.215,0.355,0.427
13.860,0.219,0.357,0.432
13.862,0.220,0.363,0.439
13.863,0.218,0.369,0.443
13.865,0.215,0.377,0.448
13.867,0.212,0.381,0.450
13.868,0.207,0.383,0.449
13.870,0.208,0.382,0.448
13.872,0.211,0.380,0.448
13.873,0.215,0.378,0.452
13.875,0.216,0.379,0.457
13.877,0.216,0.384,0.462
13.878,0.218,0.389,0.469
13.880,0.220,0.391,0.468
13.882,0.218,0.391,0.466
13.883,0.215,0.391,0.465
13.885,0.211,0.390,0.464
13.887,0.202,0.387,0.464
13.888,0.190,0.381,0.459
13.890,0.179,0.374,0.454
13.892,0.177,0.368,0.445
13.893,0.177,0.360,0.432
13.895,0.180,0.352,0.419
13.897,0.183,0.347,0.414
13.898,0.187,0.345,0.412
13.900,0.190,0.348,0.413
13.902,0.186,0.349,0.416
13.903,0.185,0.350,0.421
13.905,0.185,0.348,0.422
13.907,0.191,0.348,0.423
13.908,0.196,0.349,0.425
13.910,0.201,0.351,0.426
13.912,0.210,0.355,0.427
13.913,0.218,0.360,0.431
13.915,0.223,0.370,0.442
13.917,0.224,0.384,0.451
13.918,0.222,0.393,0.457
13.920,0.218,0.396,0.463
13.922,0.211,0.397,0.469
13.923,0.204,0.396,0.467
13.925,0.200,0.391,0.458
13.927,0.195,0.381,0.449
13.928,0.195,0.373,0.443
13.930,0.199,0.370,0.437
13.932,0.205,0.370,0.432
13.933,0.212,0.369,0.430
13.935,0.219,0.369,0.428
13.937,0.227,0.370,0.432
13.938,0.228,0.371,0.434
13.940,0.228,0.372,0.442
13.942,0.230,0.375,0.453
13.943,0.231,0.382,0.464
13.945,0.230,0.390,0.472
13.947,0.228,0.398,0.475
13.948,0.224,0.403,0.480
13.950,0.219,0.405,0.481
13.952,0.213,0.406,0.477
13.953,0.206,0.405,0.475
13.955,0.200,0.399,0.473
13.957,0.199,0.392,0.470
13.958,0.200,0.388,0.462
13.960,0.201,0.386,0.454
13.962,0.201,0.384,0.453
13.963,0.206,0.384,0.453
13.965,0.212,0.386,0.453
13.967,0.214,0.386,0.453
13.968,0.213,0.385,0.455
13.970,0.215,0.387,0.459
13.972,0.215,0.387,0.460
13.973,0.210,0.385,0.456
13.975,0.206,0.381,0.452
13.977,0.207,0.381,0.452
13.978,0.213,0.383,0.455
13.980,0.218,0.381,0.457
13.982,0.223,0.379,0.457
13.983,0.224,0.378,0.456
13.985,0.222,0.377,0.457
13.987,0.219,0.380,0.457
13.988,0.214,0.381,0.455
13.990,0.207,0.379,0.451
13.992,0.201,0.376,0.446
13.993,0.195,0.377,0.443
13.995,0.189,0.380,0.444
13.997,0.186,0.378,0.443
13.998,0.185,0.375,0.439
14.000,0.183,0.371,0.434
14.002,0.178,0.367,0.428
14.003,0.175,0.360,0.423
14.005,0.170,0.352,0.415
14.007,0.166,0.347,0.410
14.008,0.164,0.341,0.404
14.010,0.165,0.337,0.397
14.012,0.170,0.333,0.394
14.013,0.178,0.331,0.393
14.015,0.185,0.330,0.395
14.017,0.193,0.333,0.397
14.018,0.199,0.340,0.399
14.020,0.206,0.350,0.408
14.022,0.213,0.360,0.420
14.023,0.216,0.373,0.432
14.025,0.217,0.383,0.442
14.027,0.212,0.387,0.451
14.028,0.205,0.386,0.459
14.030,0.193,0.383,0.460
14.032,0.182,0.377,0.453
14.033,0.170,0.366,0.440
14.035,0.161,0.352,0.424
14.037,0.155,0.341,0.409
14.038,0.153,0.330,0.396
14.040,0.157,0.320,0.387
14.042,0.161,0.311,0.381
14.043,0.159,0.305,0.379
14.045,0.157,0.304,0.381
14.047,0.157,0.307,0.382
14.048,0.161,0.312,0.382
14.050,0.165,0.316,0.382
14.052,0.172,0.320,0.386
14.053,0.187,0.328,0.392
14.055,0.206,0.339,0.400
14.057,0.223,0.348,0.407
14.058,0.237,0.356,0.418
14.060,0.244,0.368,0.434
14.062,0.248,0.383,0.452
14.063,0.250,0.396,0.467
14.065,0.247,0.406,0.479
14.067,0.242,0.414,0.491
14.068,0.235,0.423,0.500
14.070,0.230,0.431,0.504
14.072,0.221,0.435,0.503
14.073,0.214,0.437,0.502
14.075,0.213,0.437,0.502
14.077,0.210,0.434,0.499
14.078,0.201,0.428,0.492
14.080,0.188,0.422,0.485
14.082,0.177,0.416,0.485
14.083,0.166,0.408,0.484
14.085,0.154,0.391,0.472
14.087,0.144,0.373,0.455
14.088,0.143,0.352,0.438
